space,date,tide.1,tide.2,tide.3,tide.4
부산,2021-06-19,02:31/고/102,08:41/저/39,15:39/고/99,21:30/저/43
포항,2021-06-19,05:01/저/31,11:58/고/41,17:15/저/38,22:08/고/40
통영,2021-06-19,03:08/고/215,09:27/저/90,16:07/고/198,21:58/저/94
태안,2021-06-19,04:15/저/208,10:33/고/613,17:10/저/199,23:22/고/575
울산,2021-06-19,01:34/고/48,07:44/저/22,14:55/고/51,20:57/저/29
울릉도,2021-06-19,03:24/저/20,10:22/고/32,16:17/저/26,21:21/고/31
제주도,2021-06-19,05:20/고/234,12:11/저/110,18:15/고/210,--:--/-/--/--
인천,2021-06-19,04:44/저/235,11:02/고/742,17:37/저/232,23:49/고/701
영흥도,2021-06-19,04:35/저/217,10:54/고/698,17:26/저/212,23:40/고/658
목포,2021-06-20,02:37/저/129,09:32/고/389,15:18/저/91,22:22/고/394
여수,2021-06-20,04:37/고/268,10:54/저/97,17:35/고/268,23:35/저/112
속초,2021-06-20,04:48/저/19,11:15/고/34,17:48/저/21,23:38/고/31
부산,2021-06-20,03:45/고/103,09:51/저/34,16:48/고/106,22:41/저/37
포항,2021-06-20,05:50/저/34,12:12/고/41,18:20/저/35,--:--/-/--/--
통영,2021-06-20,04:17/고/215,10:33/저/77,17:19/고/215,23:13/저/87
태안,2021-06-20,05:35/저/220,11:45/고/604,18:19/저/170,--:--/-/--/--
울산,2021-06-20,03:02/고/49,08:57/저/23,15:56/고/53,22:03/저/24
울릉도,2021-06-20,04:16/저/22,10:44/고/34,17:24/저/22,23:25/고/31
제주도,2021-06-20,00:18/저/118,06:17/고/231,13:05/저/93,19:24/고/229
인천,2021-06-20,06:03/저/251,12:17/고/733,18:49/저/201,--:--/-/--/--
영흥도,2021-06-20,05:52/저/231,12:05/고/688,18:36/저/181,--:--/-/--/--
목포,2021-06-21,03:58/저/124,10:37/고/385,16:21/저/63,23:31/고/427
여수,2021-06-21,05:42/고/273,11:51/저/77,18:37/고/295,--:--/-/--/--
속초,2021-06-21,05:40/저/22,11:47/고/37,18:46/저/17,--:--/-/--/--
부산,2021-06-21,04:53/고/106,10:54/저/27,17:48/고/114,23:45/저/29
포항,2021-06-21,01:18/고/40,06:39/저/37,12:27/고/42,19:20/저/32
통영,2021-06-21,05:22/고/219,11:32/저/60,18:21/고/236,--:--/-/--/--
태안,2021-06-21,00:38/고/612,06:55/저/210,12:55/고/609,19:22/저/131
울산,2021-06-21,04:19/고/52,10:05/저/23,16:51/고/54,23:00/저/20
울릉도,2021-06-21,05:09/저/26,11:12/고/36,18:22/저/19,--:--/-/--/--
제주도,2021-06-21,01:33/저/117,07:12/고/230,13:56/저/74,20:24/고/251
인천,2021-06-21,01:08/고/744,07:26/저/240,13:30/고/743,19:56/저/153
영흥도,2021-06-21,00:56/고/698,07:13/저/223,13:15/고/693,19:41/저/136
목포,2021-06-22,05:06/저/109,11:39/고/386,17:17/저/33,--:--/-/--/--
여수,2021-06-22,00:40/저/100,06:41/고/281,12:44/저/58,19:33/고/321
속초,2021-06-22,01:12/고/32,06:28/저/24,12:23/고/39,19:41/저/13
부산,2021-06-22,05:54/고/111,11:52/저/20,18:44/고/121,--:--/-/--/--
포항,2021-06-22,03:32/고/42,07:30/저/40,12:49/고/44,20:17/저/30
통영,2021-06-22,00:19/저/76,06:21/고/224,12:27/저/43,19:18/고/255
태안,2021-06-22,01:45/고/661,08:07/저/185,13:58/고/622,20:20/저/91
울산,2021-06-22,05:25/고/56,11:05/저/23,17:44/고/56,23:54/저/15
울릉도,2021-06-22,01:17/고/32,05:58/저/29,11:46/고/39,19:16/저/17
제주도,2021-06-22,02:40/저/112,08:04/고/230,14:46/저/54,21:17/고/272
인천,2021-06-22,02:15/고/802,08:40/저/208,14:34/고/763,20:56/저/102
영흥도,2021-06-22,02:04/고/750,08:25/저/198,14:19/고/707,20:40/저/90
목포,2021-06-23,00:35/고/460,06:05/저/91,12:37/고/388,18:09/저/7
여수,2021-06-23,01:37/저/86,07:34/고/289,13:35/저/41,20:25/고/343
속초,2021-06-23,02:29/고/33,07:15/저/27,13:04/고/42,20:34/저/10
부산,2021-06-23,00:42/저/20,06:50/고/115,12:46/저/15,19:37/고/128
포항,2021-06-23,05:04/고/44,07:45/저/43,13:21/고/47,21:15/저/28
통영,2021-06-23,01:19/저/64,07:15/고/230,13:18/저/28,20:11/고/272
태안,2021-06-23,02:44/고/708,09:10/저/157,14:55/고/636,21:13/저/58
울산,2021-06-23,06:25/고/60,12:01/저/23,18:34/고/59,--:--/-/--/--
울릉도,2021-06-23,02:44/고/34,06:42/저/32,12:23/고/41,20:08/저/15
제주도,2021-06-23,03:41/저/104,08:54/고/232,15:35/저/37,22:08/고/290
인천,2021-06-23,03:15/고/858,09:43/저/173,15:32/고/783,21:50/저/61
영흥도,2021-06-23,03:04/고/798,09:29/저/170,15:17/고/722,21:35/저/53
목포,2021-06-24,01:33/고/488,06:57/저/76,13:32/고/391,18:58/저/-11
여수,2021-06-24,02:29/저/76,08:25/고/296,14:25/저/30,21:15/고/359
속초,2021-06-24,03:36/고/34,08:01/저/29,13:49/고/44,21:27/저/8
부산,2021-06-24,01:35/저/14,07:43/고/118,13:38/저/11,20:27/고/132
포항,2021-06-24,14:01/고/50,22:14/저/27,--:--/-/--/--,--:--/-/--/--
통영,2021-06-24,02:12/저/55,08:07/고/234,14:08/저/19,21:02/고/283
태안,2021-06-24,03:39/고/745,10:07/저/136,15:49/고/645,22:04/저/36
울산,2021-06-24,00:44/저/11,07:20/고/63,12:53/저/24,19:23/고/61
울릉도,2021-06-24,03:57/고/36,07:18/저/34,13:05/고/44,21:01/저/14
제주도,2021-06-24,04:35/저/99,09:43/고/233,16:24/저/25,22:58/고/301
인천,2021-06-24,04:09/고/900,10:39/저/145,16:25/고/797,22:41/저/35
영흥도,2021-06-24,03:59/고/834,10:25/저/148,16:10/고/733,22:26/저/30
목포,2021-06-25,02:28/고/508,07:46/저/68,14:24/고/393,19:45/저/-19
여수,2021-06-25,03:19/저/69,09:14/고/300,15:13/저/25,22:02/고/365
속초,2021-06-25,04:37/고/34,08:45/저/30,14:36/고/46,22:20/저/8
부산,2021-06-25,02:24/저/10,08:33/고/120,14:27/저/11,21:15/고/134
포항,2021-06-25,14:46/고/52,23:15/저/27,--:--/-/--/--,--:--/-/--/--
통영,2021-06-25,03:02/저/50,08:56/고/235,14:56/저/16,21:50/고/287
태안,2021-06-25,04:30/고/768,10:59/저/124,16:39/고/649,22:52/저/26
울산,2021-06-25,01:33/저/9,08:12/고/65,13:42/저/25,20:09/고/62
울릉도,2021-06-25,13:50/고/46,21:54/저/14,--:--/-/--/--,--:--/-/--/--
제주도,2021-06-25,05:26/저/96,10:30/고/234,17:12/저/21,23:46/고/305
인천,2021-06-25,05:01/고/924,11:31/저/130,17:15/고/805,23:30/저/23
영흥도,2021-06-25,04:50/고/854,11:18/저/134,17:01/고/737,23:16/저/22
목포,2021-06-26,03:21/고/517,08:33/저/67,15:15/고/393,20:31/저/-16
여수,2021-06-26,04:06/저/69,10:01/고/298,16:00/저/28,22:48/고/362
속초,2021-06-26,05:36/고/34,09:30/저/30,15:25/고/46,23:12/저/8
부산,2021-06-26,03:10/저/9,09:22/고/119,15:14/저/13,21:59/고/133
포항,2021-06-26,15:34/고/53,--:--/-/--/--,--:--/-/--/--,--:--/-/--/--
통영,2021-06-26,03:49/저/50,09:43/고/233,15:42/저/19,22:36/고/283
태안,2021-06-26,05:20/고/777,11:49/저/121,17:28/고/650,23:40/저/28
울산,2021-06-26,02:19/저/8,09:01/고/65,14:29/저/27,20:51/고/63
울릉도,2021-06-26,14:37/고/47,22:47/저/15,--:--/-/--/--,--:--/-/--/--
제주도,2021-06-26,06:15/저/98,11:18/고/233,17:59/저/26,--:--/-/--/--
인천,2021-06-26,05:50/고/933,12:20/저/125,18:03/고/806,--:--/-/--/--
영흥도,2021-06-26,05:39/고/860,12:07/저/130,17:50/고/735,--:--/-/--/--
목포,2021-06-27,04:10/고/516,09:19/저/72,16:03/고/392,21:16/저/-2
여수,2021-06-27,04:52/저/75,10:47/고/291,16:45/저/39,23:33/고/349
속초,2021-06-27,06:35/고/33,10:14/저/31,16:14/고/46,--:--/-/--/--
부산,2021-06-27,03:55/저/12,10:08/고/117,15:59/저/18,22:40/고/129
포항,2021-06-27,00:16/저/27,16:25/고/53,--:--/-/--/--,--:--/-/--/--
통영,2021-06-27,04:35/저/56,10:29/고/228,16:27/저/29,23:19/고/273
태안,2021-06-27,06:07/고/774,12:35/저/126,18:15/고/646,--:--/-/--/--
울산,2021-06-27,03:04/저/9,09:48/고/64,15:13/저/29,21:29/고/62
울릉도,2021-06-27,15:27/고/47,23:40/저/16,--:--/-/--/--,--:--/-/--/--
제주도,2021-06-27,00:34/고/301,07:04/저/104,12:04/고/228,18:47/저/39
인천,2021-06-27,00:17/저/25,06:37/고/928,13:06/저/131,18:49/고/801
영흥도,2021-06-27,00:03/저/28,06:26/고/853,12:54/저/134,18:36/고/727
목포,2021-06-28,04:57/고/505,10:04/저/82,16:51/고/389,22:02/저/22
여수,2021-06-28,05:38/저/86,11:33/고/279,17:29/저/57,--:--/-/--/--
속초,2021-06-28,00:03/저/9,07:31/고/33,11:03/저/30,17:03/고/44
부산,2021-06-28,04:38/저/18,10:53/고/113,16:42/저/26,23:19/고/123
포항,2021-06-28,01:13/저/28,17:18/고/53,--:--/-/--/--,--:--/-/--/--
통영,2021-06-28,05:18/저/65,11:14/고/220,17:11/저/45,--:--/-/--/--
태안,2021-06-28,00:25/저/42,06:52/고/759,13:19/저/138,18:59/고/637
울산,2021-06-28,03:47/저/11,10:33/고/62,15:57/저/30,22:04/고/61
울릉도,2021-06-28,16:19/고/45,--:--/-/--/--,--:--/-/--/--,--:--/-/--/--
제주도,2021-06-28,01:22/고/289,07:53/저/112,12:52/고/221,19:35/저/59
인천,2021-06-28,01:02/저/40,07:21/고/911,13:49/저/145,19:33/고/789
영흥도,2021-06-28,00:48/저/47,07:10/고/835,13:38/저/146,19:21/고/713
목포,2021-06-29,05:41/고/485,10:49/저/95,17:38/고/383,22:47/저/54
여수,2021-06-29,00:16/고/329,06:23/저/99,12:19/고/264,18:13/저/80
속초,2021-06-29,00:53/저/11,08:23/고/32,11:58/저/30,17:53/고/42
부산,2021-06-29,05:21/저/26,11:38/고/108,17:25/저/34,23:56/고/116
포항,2021-06-29,02:05/저/29,18:14/고/51,--:--/-/--/--,--:--/-/--/--
통영,2021-06-29,00:00/고/258,06:02/저/77,11:59/고/211,17:53/저/64
태안,2021-06-29,01:09/저/67,07:34/고/734,14:01/저/155,19:44/고/623
울산,2021-06-29,04:29/저/14,11:17/고/59,16:40/저/32,22:36/고/58
울릉도,2021-06-29,00:32/저/17,17:13/고/43,--:--/-/--/--,--:--/-/--/--
제주도,2021-06-29,02:10/고/274,08:44/저/121,13:44/고/212,20:23/저/83
인천,2021-06-29,01:45/저/70,08:02/고/882,14:30/저/167,20:16/고/770
영흥도,2021-06-29,01:31/저/78,07:52/고/807,14:20/저/166,20:04/고/692
목포,2021-06-30,06:24/고/458,11:35/저/109,18:27/고/375,23:35/저/92
여수,2021-06-30,00:59/고/304,07:10/저/113,13:08/고/248,18:58/저/104
속초,2021-06-30,01:41/저/14,09:08/고/32,13:07/저/30,18:45/고/39
부산,2021-06-30,06:05/저/34,12:25/고/103,18:10/저/43,--:--/-/--/--
포항,2021-06-30,02:53/저/30,19:16/고/48,--:--/-/--/--,--:--/-/--/--
통영,2021-06-30,00:39/고/241,06:47/저/89,12:48/고/201,18:38/저/84
태안,2021-06-30,01:52/저/104,08:14/고/699,14:42/저/176,20:30/고/603
울산,2021-06-30,05:11/저/18,12:01/고/56,17:26/저/33,23:12/고/54
울릉도,2021-06-30,01:21/저/19,18:10/고/39,--:--/-/--/--,--:--/-/--/--
제주도,2021-06-30,02:58/고/257,09:37/저/127,14:44/고/203,21:15/저/108
인천,2021-06-30,02:26/저/113,08:42/고/843,15:10/저/195,21:00/고/743
영흥도,2021-06-30,02:13/저/119,08:32/고/771,15:01/저/191,20:49/고/667
목포,2021-07-01,07:06/고/428,12:24/저/122,19:20/고/366,--:--/-/--/--
여수,2021-07-01,01:42/고/279,08:01/저/125,14:04/고/235,19:48/저/128
속초,2021-07-01,02:27/저/17,09:46/고/33,14:33/저/29,19:44/고/36
부산,2021-07-01,00:33/고/108,06:54/저/42,13:18/고/99,18:59/저/51
포항,2021-07-01,03:37/저/32,11:13/고/43,15:59/저/41,20:29/고/45
통영,2021-07-01,01:19/고/223,07:37/저/99,13:43/고/193,19:28/저/103
태안,2021-07-01,02:35/저/151,08:55/고/658,15:25/저/198,21:20/고/580
울산,2021-07-01,05:55/저/22,12:49/고/53,18:18/저/33,23:57/고/50
울릉도,2021-07-01,02:08/저/21,09:55/고/34,14:28/저/32,19:17/고/36
제주도,2021-07-01,03:48/고/240,10:32/저/130,16:01/고/197,22:12/저/131
인천,2021-07-01,03:09/저/167,09:22/고/795,15:52/저/225,21:49/고/712
영흥도,2021-07-01,02:56/저/168,09:13/고/727,15:44/저/218,21:40/고/641
목포,2021-07-02,00:27/저/131,07:49/고/398,13:18/저/133,20:18/고/361
여수,2021-07-02,02:29/고/256,08:58/저/131,15:10/고/229,20:51/저/146
속초,2021-07-02,03:11/저/20,10:16/고/34,16:06/저/28,21:02/고/33
부산,2021-07-02,01:16/고/100,07:49/저/48,14:22/고/97,19:59/저/57
포항,2021-07-02,04:17/저/33,11:38/고/42,17:15/저/39,21:58/고/41
통영,2021-07-02,02:03/고/208,08:34/저/106,14:50/고/189,20:28/저/118
태안,2021-07-02,03:24/저/203,09:39/고/614,16:13/저/218,22:19/고/560
울산,2021-07-02,06:47/저/25,13:41/고/50,19:20/저/32,--:--/-/--/--
울릉도,2021-07-02,02:51/저/23,10:07/고/35,16:11/저/29,20:48/고/32
제주도,2021-07-02,04:38/고/227,11:29/저/129,17:38/고/198,23:19/저/148
인천,2021-07-02,03:55/저/229,10:06/고/743,16:40/저/253,22:47/고/684
영흥도,2021-07-02,03:44/저/222,09:59/고/680,16:34/저/240,22:39/고/621
목포,2021-07-03,01:31/저/165,08:36/고/371,14:20/저/137,21:22/고/361
여수,2021-07-03,03:26/고/238,10:01/저/130,16:25/고/231,22:11/저/155
속초,2021-07-03,03:54/저/23,10:44/고/35,17:29/저/26,22:53/고/31
부산,2021-07-03,02:17/고/94,08:55/저/52,15:31/고/97,21:12/저/60
포항,2021-07-03,04:53/저/35,11:56/고/42,18:26/저/36,23:56/고/39
통영,2021-07-03,02:58/고/196,09:39/저/107,16:06/고/191,21:44/저/127
태안,2021-07-03,04:21/저/252,10:31/고/574,17:10/저/231,23:30/고/553
울산,2021-07-03,01:07/고/46,07:51/저/28,14:37/고/49,20:32/저/30
울릉도,2021-07-03,03:27/저/26,10:23/고/36,17:26/저/27,23:03/고/31
제주도,2021-07-03,05:30/고/216,12:22/저/124,19:02/고/205,--:--/-/--/--
인천,2021-07-03,04:50/저/287,11:00/고/694,17:37/저/271,23:57/고/673
영흥도,2021-07-03,04:43/저/271,10:55/고/637,17:33/저/251,23:51/고/617
목포,2021-07-04,02:50/저/185,09:27/고/351,15:22/저/134,22:28/고/370
여수,2021-07-04,04:32/고/229,10:59/저/124,17:35/고/242,23:33/저/154
속초,2021-07-04,04:36/저/26,11:12/고/37,18:32/저/23,--:--/-/--/--
부산,2021-07-04,03:38/고/92,10:04/저/52,16:36/고/100,22:31/저/58
포항,2021-07-04,05:23/저/36,12:01/고/41,19:30/저/33,--:--/-/--/--
통영,2021-07-04,04:06/고/189,10:41/저/103,17:16/고/198,23:08/저/127
태안,2021-07-04,05:33/저/285,11:36/고/545,18:13/저/229,--:--/-/--/--
울산,2021-07-04,02:48/고/44,09:06/저/29,15:32/고/48,21:43/저/27
울릉도,2021-07-04,03:56/저/28,10:40/고/37,18:21/저/24,--:--/-/--/--
제주도,2021-07-04,00:38/저/158,06:22/고/208,13:11/저/118,20:03/고/214
인천,2021-07-04,06:01/저/328,12:06/고/661,18:43/저/269,--:--/-/--/--
영흥도,2021-07-04,05:57/저/302,12:04/고/609,18:39/저/243,--:--/-/--/--
목포,2021-07-05,04:09/저/188,10:22/고/338,16:17/저/125,23:31/고/385
여수,2021-07-05,05:36/고/228,11:50/저/114,18:30/고/258,--:--/-/--/--
속초,2021-07-05,00:58/고/31,05:16/저/29,11:40/고/39,19:19/저/21
부산,2021-07-05,04:51/고/92,11:05/저/49,17:31/고/104,23:36/저/53
포항,2021-07-05,11:58/고/41,20:21/저/31,--:--/-/--/--,--:--/-/--/--
통영,2021-07-05,05:13/고/187,11:35/저/95,18:13/고/209,--:--/-/--/--
태안,2021-07-05,00:43/고/566,06:54/저/293,12:46/고/535,19:14/저/212
울산,2021-07-05,04:17/고/45,10:16/저/30,16:24/고/49,22:44/저/24
울릉도,2021-07-05,10:59/고/38,19:03/저/23,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-05,01:56/저/160,07:11/고/203,13:54/저/110,20:49/고/225
인천,2021-07-05,01:10/고/687,07:22/저/336,13:17/고/652,19:46/저/247
영흥도,2021-07-05,01:05/고/637,07:19/저/303,13:15/고/603,19:41/저/219
목포,2021-07-06,05:12/저/178,11:17/고/335,17:05/저/112,--:--/-/--/--
여수,2021-07-06,00:37/저/146,06:28/고/233,12:35/저/102,19:16/고/275
속초,2021-07-06,02:19/고/33,05:56/저/31,12:12/고/40,19:58/저/20
부산,2021-07-06,05:46/고/95,11:55/저/46,18:19/고/109,--:--/-/--/--
포항,2021-07-06,12:00/고/42,21:03/저/30,--:--/-/--/--,--:--/-/--/--
통영,2021-07-06,00:16/저/120,06:08/고/190,12:21/저/86,19:00/고/222
태안,2021-07-06,01:47/고/595,08:03/저/276,13:47/고/543,20:06/저/186
울산,2021-07-06,05:21/고/47,11:12/저/29,17:13/고/50,23:35/저/20
울릉도,2021-07-06,11:22/고/39,19:38/저/22,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-06,02:59/저/156,07:56/고/201,14:34/저/102,21:26/고/236
인천,2021-07-06,02:13/고/720,08:32/저/315,14:19/고/665,20:38/저/215
영흥도,2021-07-06,02:09/고/671,08:27/저/281,14:16/고/616,20:33/저/186
목포,2021-07-07,00:26/고/404,06:02/저/164,12:07/고/338,17:47/저/97
여수,2021-07-07,01:26/저/135,07:12/고/241,13:16/저/91,19:57/고/292
속초,2021-07-07,03:10/고/34,06:35/저/32,12:45/고/42,20:33/저/19
부산,2021-07-07,00:26/저/46,06:31/고/98,12:38/저/41,19:02/고/114
포항,2021-07-07,12:24/고/43,21:44/저/29,--:--/-/--/--,--:--/-/--/--
통영,2021-07-07,01:07/저/110,06:53/고/195,13:02/저/76,19:42/고/234
태안,2021-07-07,02:38/고/629,08:57/저/250,14:38/고/560,20:50/저/158
울산,2021-07-07,06:08/고/49,11:58/저/29,17:58/고/52,--:--/-/--/--
울릉도,2021-07-07,11:49/고/41,20:10/저/21,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-07,03:48/저/149,08:39/고/201,15:12/저/92,22:00/고/247
인천,2021-07-07,03:04/고/759,09:26/저/282,15:10/고/689,21:23/저/180
영흥도,2021-07-07,03:01/고/707,09:21/저/251,15:07/고/637,21:19/저/155
목포,2021-07-08,01:13/고/422,06:44/저/148,12:53/고/346,18:26/저/81
여수,2021-07-08,02:06/저/123,07:52/고/251,13:56/저/80,20:35/고/307
속초,2021-07-08,03:46/고/35,07:14/저/33,13:22/고/44,21:07/저/18
부산,2021-07-08,01:07/저/39,07:10/고/102,13:17/저/36,19:41/고/119
포항,2021-07-08,13:08/고/44,22:24/저/29,--:--/-/--/--,--:--/-/--/--
통영,2021-07-08,01:49/저/99,07:33/고/201,13:40/저/67,20:21/고/245
태안,2021-07-08,03:20/고/661,09:42/저/223,15:22/고/580,21:30/저/132
울산,2021-07-08,00:17/저/17,06:49/고/51,12:37/저/28,18:41/고/55
울릉도,2021-07-08,12:23/고/42,20:44/저/21,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-08,04:27/저/142,09:18/고/204,15:49/저/82,22:32/고/258
인천,2021-07-08,03:47/고/796,10:11/저/248,15:54/고/715,22:04/저/149
영흥도,2021-07-08,03:45/고/738,10:06/저/224,15:51/고/659,22:00/저/129
목포,2021-07-09,01:55/고/439,07:22/저/133,13:37/고/355,19:04/저/65
여수,2021-07-09,02:43/저/113,08:30/고/261,14:34/저/71,21:12/고/320
속초,2021-07-09,04:17/고/36,07:52/저/34,13:59/고/45,21:42/저/17
부산,2021-07-09,01:44/저/34,07:48/고/106,13:53/저/32,20:20/고/123
포항,2021-07-09,13:57/고/46,23:07/저/29,--:--/-/--/--,--:--/-/--/--
통영,2021-07-09,02:26/저/90,08:11/고/208,14:17/저/58,20:58/고/255
태안,2021-07-09,03:59/고/688,10:22/저/200,16:02/고/598,22:09/저/109
울산,2021-07-09,00:56/저/15,07:26/고/54,13:12/저/28,19:22/고/57
울릉도,2021-07-09,13:00/고/43,21:20/저/20,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-09,05:01/저/135,09:55/고/209,16:26/저/73,23:04/고/267
인천,2021-07-09,04:26/고/826,10:52/저/220,16:34/고/739,22:44/저/122
영흥도,2021-07-09,04:24/고/761,10:46/저/202,16:31/고/679,22:39/저/110
목포,2021-07-10,02:36/고/452,07:56/저/121,14:18/고/364,19:41/저/50
여수,2021-07-10,03:18/저/105,09:07/고/269,15:11/저/63,21:48/고/330
속초,2021-07-10,04:46/고/36,08:31/저/34,14:37/고/46,22:17/저/17
부산,2021-07-10,02:18/저/29,08:25/고/110,14:28/저/29,20:57/고/127
포항,2021-07-10,14:42/고/47,23:50/저/29,--:--/-/--/--,--:--/-/--/--
통영,2021-07-10,03:00/저/82,08:48/고/214,14:53/저/51,21:34/고/262
태안,2021-07-10,04:36/고/709,11:00/저/182,16:39/고/613,22:47/저/91
울산,2021-07-10,01:32/저/14,08:02/고/56,13:45/저/28,20:00/고/59
울릉도,2021-07-10,13:41/고/43,21:59/저/19,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-10,05:34/저/130,10:31/고/215,17:04/저/66,23:37/고/274
인천,2021-07-10,05:03/고/851,11:30/저/198,17:12/고/758,23:23/저/101
영흥도,2021-07-10,05:00/고/778,11:24/저/186,17:08/고/694,23:17/저/96
목포,2021-07-11,03:14/고/462,08:30/저/111,15:00/고/372,20:19/저/37
여수,2021-07-11,03:51/저/98,09:44/고/274,15:47/저/59,22:24/고/335
속초,2021-07-11,05:17/고/36,09:11/저/33,15:15/고/47,22:54/저/17
부산,2021-07-11,02:52/저/26,09:02/고/113,15:03/저/27,21:33/고/130
포항,2021-07-11,15:24/고/48,--:--/-/--/--,--:--/-/--/--,--:--/-/--/--
통영,2021-07-11,03:34/저/77,09:26/고/219,15:30/저/47,22:10/고/267
태안,2021-07-11,05:12/고/724,11:37/저/170,17:16/고/624,23:25/저/80
울산,2021-07-11,02:06/저/13,08:37/고/57,14:18/저/28,20:36/고/61
울릉도,2021-07-11,14:22/고/43,22:38/저/18,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-11,06:08/저/127,11:06/고/220,17:42/저/62,--:--/-/--/--
인천,2021-07-11,05:40/고/869,12:07/저/181,17:50/고/773,--:--/-/--/--
영흥도,2021-07-11,05:35/고/792,12:00/저/173,17:44/고/705,23:53/저/86
목포,2021-07-12,03:52/고/468,09:04/저/102,15:41/고/379,20:58/저/29
여수,2021-07-12,04:26/저/95,10:22/고/276,16:25/저/58,23:01/고/336
속초,2021-07-12,05:50/고/36,09:52/저/33,15:53/고/47,23:32/저/16
부산,2021-07-12,03:26/저/25,09:39/고/114,15:39/저/27,22:09/고/131
포항,2021-07-12,00:32/저/29,16:04/고/49,--:--/-/--/--,--:--/-/--/--
통영,2021-07-12,04:07/저/75,10:04/고/222,16:07/저/47,22:46/고/268
태안,2021-07-12,05:47/고/732,12:13/저/161,17:53/고/631,--:--/-/--/--
울산,2021-07-12,02:40/저/13,09:13/고/58,14:53/저/28,21:11/고/61
울릉도,2021-07-12,15:05/고/43,23:17/저/17,--:--/-/--/--,--:--/-/--/--
제주도,2021-07-12,00:11/고/278,06:43/저/125,11:43/고/224,18:22/저/62
인천,2021-07-12,00:01/저/87,06:16/고/882,12:44/저/170,18:26/고/783
영흥도,2021-07-12,06:10/고/804,12:35/저/163,18:20/고/714,--:--/-/--/--
목포,2021-07-13,04:29/고/470,09:40/저/95,16:23/고/383,21:38/저/28
여수,2021-07-13,05:01/저/94,11:01/고/275,17:03/저/63,23:38/고/331
속초,2021-07-13,06:26/고/36,10:36/저/33,16:33/고/46,--:--/-/--/--
부산,2021-07-13,04:02/저/25,10:18/고/114,16:17/저/29,22:45/고/129
포항,2021-07-13,01:13/저/29,16:44/고/49,--:--/-/--/--,--:--/-/--/--
통영,2021-07-13,04:42/저/75,10:43/고/222,16:45/저/51,23:22/고/264
태안,2021-07-13,00:03/저/75,06:22/고/736,12:48/저/155,18:29/고/636
울산,2021-07-13,03:14/저/13,09:49/고/58,15:31/저/28,21:45/고/61
울릉도,2021-07-13,15:49/고/41,23:56/저/17,--:--/-/--/--,--:--/-/--/--
